Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-3818000,1453000,18359000,12900000
Depreciation & amortization,-,33492000,29488000,31134000
Change in working capital,-,-5704000,-19616000,-7846000
Inventory,-,-4689000,-22089000,-11361000
Other working capital,-,-14083000,-13132000,-2872000
Other non-cash items,-,6836000,2807000,6490000
Net cash provided by operating activites,-,42013000,27818000,43623000
Investments in property plant and equipment,-,-56096000,-40950000,-46495000
Acquisitions net,-,-4220000,-,-5597000
Sales/Maturities of investments,-,6637000,5008000,550000
Other investing activites,-,-1619000,-1225000,-3148000
Net cash used for investing activites,-,-48157000,-34367000,-60633000
Net change in cash,-,2683000,2871000,-1410000
Cash at beginning of period,-,33552000,30680000,32091000
Cash at end of period,-,36236000,33552000,30680000
Operating Cash Flow,-,42013000,27818000,43623000
Capital Expenditure,-,-56096000,-40950000,-46495000
Free Cash Flow,-,-14083000,-13132000,-2872000
