Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,424028,412834,425920,512380
Depreciation & amortization,-,229220,263849,252152
Change in working capital,-,-5212,-149590,85040
Inventory,-,-55192,-73494,72832
Other working capital,-,217471,252415,782991
Other non-cash items,-,96518,89297,28775
Net cash provided by operating activites,-,498443,517124,956732
Investments in property plant and equipment,-,-280972,-264709,-173741
Sales/Maturities of investments,-,770904,-,-
Other investing activites,-,99,1,565
Net cash used for investing activites,-,490031,-264708,-173176
Net change in cash,-,691226,556200,394854
Cash at beginning of period,-,4669060,4112859,3718005
Cash at end of period,-,5360287,4669060,4112859
Operating Cash Flow,-,498443,517124,956732
Capital Expenditure,-,-280972,-264709,-173741
Free Cash Flow,-,217471,252415,782991
