Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-22.371,-105.837,-521.121,-264.37
Net cash used for investing activites,-254.561,48.473,2404,674.451,1915
Debt repayment,-,-,-,-,-120
Common stock issued,-,-,-,1267,-
Common stock repurchased,-,-,-,-76.045,-
Net cash used privided by (used for) financing activities,-,-,-,1191,-120
Net change in cash,-934.175,-812.198,1257,1017,1096
Cash at beginning of period,2823,3090,2063,1306,297.006
Cash at end of period,1889,2388,3090,2063,1306
Capital Expenditure,-,-22.371,-105.837,-521.121,-264.37
Free Cash Flow,-932.653,-883.042,-1252,-1370,-963.402
