Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-3241000,3835000,11279000,7198000
Depreciation & amortization,-,2597000,2508000,2231000
Change in working capital,-,5935000,-4822000,-4728000
Inventory,-,-1892000,-183000,787000
Other working capital,-,7278000,6829000,5076000
Other non-cash items,-,863000,-295000,390000
Net cash provided by operating activites,-,9935000,9397000,6988000
Investments in property plant and equipment,-,-2657000,-2568000,-1912000
Acquisitions net,-,-,-,-329000
Purchases of investments,-,-507000,-2741000,-557000
Sales/Maturities of investments,-,2250000,154000,760000
Other investing activites,-,24000,237000,679000
Net cash used for investing activites,-,-872000,-4843000,-1241000
Net change in cash,-,2625000,5937000,8388000
Cash at beginning of period,-,24223000,18286000,9752000
Cash at end of period,-,26849000,24223000,18286000
Operating Cash Flow,-,9935000,9397000,6988000
Capital Expenditure,-,-2657000,-2568000,-1912000
Free Cash Flow,-,7278000,6829000,5076000
