Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1284598,1307580,1450884,1908851
Depreciation & amortization,-,1126922,1104924,872624
Change in working capital,-,-1267441,-194364,484674
Inventory,-,-1083912,505994,-1093665
Other working capital,-,461935,1695319,75777
Other non-cash items,-,30184,-30874,-501674
Net cash provided by operating activites,-,1112310,2512583,2486681
Investments in property plant and equipment,-,-650375,-817264,-2410904
Purchases of investments,-,-73449,-78185,-59367
Sales/Maturities of investments,-,5402,363,8764
Other investing activites,-,-1,-,6393
Net cash used for investing activites,-,-437474,-865362,-1770835
Net change in cash,-,-400454,1014088,72239
Cash at beginning of period,-,11768619,10766625,10694385
Cash at end of period,-,11368165,11768619,10766625
Operating Cash Flow,-,1112310,2512583,2486681
Capital Expenditure,-,-650375,-817264,-2410904
Free Cash Flow,-,461935,1695319,75777
