Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,2467218,2321428,2059921,999686
Liabilities,,,,
Total Liabilities,1943353,1781059,1522796,758359
Stockholders' Equity,,,,
Common Stock,4,4,4,2
Retained Earnings,100394,140546,141186,141581
Accumulated other comprehensive income,11319,-9030,9221,822
Total stockholders' equity,503138,520230,537125,241327
Total liabilities and stockholders' equity,2467218,2321428,2059921,999686
