Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,1434615000,1426039000,1444000000
Liabilities,,,
Total Liabilities,1362695000,1355017000,1374146000
Stockholders' Equity,,,
Common Stock,7761000,0,7761000
Retained Earnings,48450000,47607000,46472000
Total stockholders' equity,71920000,71020000,69854000
Total liabilities and stockholders' equity,1434615000,1426039000,1444000000
