Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,729000,844000,1415000,1814000
Depreciation & amortization,-,2568000,2306000,2164000
Change in working capital,-,-1411000,116000,-741000
Inventory,-,-1334000,-923000,-120000
Other working capital,-,-2990000,2021000,1108000
Other non-cash items,-,54000,428000,-383000
Net cash provided by operating activites,-,1575000,5457000,3438000
Investments in property plant and equipment,-,-4565000,-3436000,-2330000
Acquisitions net,-,-,-258000,-
Purchases of investments,-,-2400000,-,-
Sales/Maturities of investments,-,3220000,0,0
Other investing activites,-,-94000,-498000,683000
Net cash used for investing activites,-,-3714000,-4119000,-1326000
Net change in cash,-,-827000,278000,1471000
Cash at beginning of period,-,7972000,7693000,6222000
Cash at end of period,-,7145000,7972000,7693000
Operating Cash Flow,-,1575000,5457000,3438000
Capital Expenditure,-,-4565000,-3436000,-2330000
Free Cash Flow,-,-2990000,2021000,1108000
