Breakdown,ttm,2/28/2019,2/28/2018,2/28/2017
Net Income,1046197,966301,1126278,856285
Depreciation & amortization,-,151146,121547,78638
Change in working capital,-,-262223,-545260,133171
Inventory,-,-185322,-507803,-261595
Other working capital,-,584660,444854,1167897
Other non-cash items,-,-1207,47017,44481
Net cash provided by operating activites,-,834609,660000,1371826
Investments in property plant and equipment,-,-249949,-215146,-203929
Acquisitions net,-,-,-99605,-
Purchases of investments,-,-,-15952,-13720
Other investing activites,-,-219368,-58938,-115784
Net cash used for investing activites,-,-577374,-443803,-341806
Net change in cash,-,375073,1485342,1591813
Cash at beginning of period,-,4035533,2550190,958376
Cash at end of period,-,4410606,4035533,2550190
Operating Cash Flow,-,834609,660000,1371826
Capital Expenditure,-,-249949,-215146,-203929
Free Cash Flow,-,584660,444854,1167897
