Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,375381,375381,635902,523133,293680
Depreciation & amortization,118533,118533,93886,73922,49253
Change in working capital,-295393,-295393,-142935,55797,208489
Other working capital,-101985,-101985,481903,591698,475489
Other non-cash items,24766,24766,-19824,2570,-312
Net cash provided by operating activites,180449,180449,585282,721788,623082
Investments in property plant and equipment,-282434,-282434,-103379,-130090,-147593
Acquisitions net,-180468,-180468,-,-,-
Purchases of investments,-,-,-69120,0,-29323
Sales/Maturities of investments,-,-,-,0,0
Other investing activites,-241492,-241492,-87,-130,300
Net cash used for investing activites,-704874,-704874,-171795,-129352,-159525
Net change in cash,-577131,-577131,449243,1427378,50085
Cash at beginning of period,2661915,2661915,2210770,783392,733306
Cash at end of period,2084783,2084783,2661915,2210770,783392
Operating Cash Flow,180449,180449,585282,721788,623082
Capital Expenditure,-282434,-282434,-103379,-130090,-147593
Free Cash Flow,-101985,-101985,481903,591698,475489
