Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-2432000,-2689000,602000,914000
Depreciation & amortization,-,827000,797000,743000
Change in working capital,-,3937000,-1539000,2269000
Inventory,-,2479000,-3721000,2141000
Other working capital,-,3374000,-1621000,4337000
Other non-cash items,-,1170000,452000,1655000
Net cash provided by operating activites,-,3914000,-597000,4899000
Investments in property plant and equipment,-,-540000,-1024000,-562000
Acquisitions net,-,-217000,-85000,-
Purchases of investments,-,-210000,-14000,-11000
Sales/Maturities of investments,-,117000,128000,-
Other investing activites,-,-70000,88000,-189000
Net cash used for investing activites,-,-764000,-894000,-695000
Net change in cash,-,-233000,859000,753000
Cash at beginning of period,-,5607000,4748000,3994000
Cash at end of period,-,5374000,5607000,4748000
Operating Cash Flow,-,3914000,-597000,4899000
Capital Expenditure,-,-540000,-1024000,-562000
Free Cash Flow,-,3374000,-1621000,4337000
