Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-1.308,-6.256,-52.184,-58.445
Purchases of investments,-,-,-,-262.286,-227.113
Sales/Maturities of investments,-,-,-,242.232,414.256
Net cash used for investing activites,-,-1.308,-6.256,-72.238,168.442
Common stock issued,6331,2591,755.755,2654,333.734
Common stock repurchased,-319.35,-122.8,-49.98,-89.625,-18.083
Net cash used privided by (used for) financing activities,6012,2469,705.775,2565,315.651
Net change in cash,2476,-475.851,-1999,704.183,-588.868
Cash at beginning of period,1158,750.056,2749,2046,2635
Cash at end of period,3634,274.205,750.056,2749,2046
Capital Expenditure,-,-1.308,-6.256,-52.184,-58.445
Free Cash Flow,-3536,-2944,-2705,-1840,-1131
