Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,67084000,67084000,54414000,42899000,18669000
Depreciation & amortization,18797000,18797000,22221000,22032000,35671000
Change in working capital,-3945000,-3945000,-8582000,2144000,9091000
Inventory,-5835000,-5835000,-7063000,2109000,6880000
Other working capital,32400000,32400000,36039000,42569000,36511000
Other non-cash items,-,-,-,-5163000,5992000
Net cash provided by operating activites,53657000,53657000,56181000,64903000,65752000
Investments in property plant and equipment,-21257000,-21257000,-20142000,-22334000,-29241000
Acquisitions net,-1000000,-1000000,-2500000,-3450000,-
Purchases of investments,-,-,-,-,-6050000
Sales/Maturities of investments,-,-,-,1397000,813000
Other investing activites,101317000,101317000,-312000,-499000,-19282000
Net cash used for investing activites,-933000,-933000,-39929000,-45266000,-48968000
Net change in cash,4896000,4896000,108000,2683000,290000
Cash at beginning of period,15867000,15867000,14685000,13076000,12784000
Cash at end of period,20762000,20762000,15867000,14685000,13075000
Operating Cash Flow,53657000,53657000,56181000,64903000,65752000
Capital Expenditure,-21257000,-21257000,-20142000,-22334000,-29241000
Free Cash Flow,32400000,32400000,36039000,42569000,36511000
