Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-4308,-4288,-206.304,-247.976,-195.81
Acquisitions net,-,-401.827,-,-1685,-
Purchases of investments,-,-,-,-300,-
Net cash used for investing activites,-4730,-4648,-197.531,-2227,-174.098
Debt repayment,-299.381,-372.343,-258.544,-55.871,-41.381
Common stock issued,-,8234,-,1168,-
Common stock repurchased,-,-408.988,-,-40.683,-
Dividends Paid,-,-,-,-,-111.796
Net cash used privided by (used for) financing activities,7075,7559,-258.544,2071,144.823
Net change in cash,1031,1887,-603.57,18.612,180.638
Cash at beginning of period,312.956,378.128,981.698,963.086,782.448
Cash at end of period,1344,2265,378.128,981.698,963.086
Capital Expenditure,-4308,-4288,-206.304,-247.976,-195.81
Free Cash Flow,-5621,-5312,-353.799,-73.477,14.103
