Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,3303000,5100000,4795000,4951000
Depreciation & amortization,5471000,4352000,4392000,4110000
Stock based compensation,-,-,26000,29000
Change in working capital,-659000,-1160000,-406000,-2610000
Inventory,-270000,-1303000,-1032000,-541000
Other working capital,3212000,3924000,3956000,2281000
Other non-cash items,-143000,-90000,400000,914000
Net cash provided by operating activites,9003000,9183000,8995000,6799000
Investments in property plant and equipment,-5791000,-5259000,-5039000,-4518000
Acquisitions net,-,-29000,-,-
Purchases of investments,-740000,-472000,-50000,-19000
Sales/Maturities of investments,842000,713000,135000,110000
Other investing activites,119000,9000,122000,-315000
Net cash used for investing activites,-14819000,-5008000,-4802000,-4638000
Net change in cash,-5477000,-458000,-458000,2499000
Cash at beginning of period,19293000,18935000,18935000,16435000
Cash at end of period,13747000,18476000,18476000,18935000
Operating Cash Flow,9003000,9183000,8995000,6799000
Capital Expenditure,-5791000,-5259000,-5039000,-4518000
Free Cash Flow,3212000,3924000,3956000,2281000
