Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,13008000,11681000,9503000,8950000
Depreciation & amortization,-,14334000,12439000,10216000
Change in working capital,-,-1865000,981000,-843000
Inventory,-,-1547000,62000,-66000
Other working capital,-,2647000,-12474000,4595000
Other non-cash items,-,44000,-2090000,-83000
Net cash provided by operating activites,-,27022000,24567000,20848000
Investments in property plant and equipment,-,-24375000,-37041000,-16253000
Acquisitions net,-,-2675000,-7271000,-5607000
Purchases of investments,-,-3711000,-387000,-60000
Sales/Maturities of investments,-,377000,155000,637000
Other investing activites,-,520000,-3597000,-278000
Net cash used for investing activites,-,-15770000,-37020000,-3678000
Net change in cash,-,-2087000,-2456000,8425000
Cash at beginning of period,-,23795000,26197000,17765000
Cash at end of period,-,22801000,23795000,26197000
Operating Cash Flow,-,27022000,24567000,20848000
Capital Expenditure,-,-24375000,-37041000,-16253000
Free Cash Flow,-,2647000,-12474000,4595000
