Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,28673000,39567000,29008000,16746000
Depreciation & amortization,-,5525000,5362000,5126000
Change in working capital,-,-31350000,-37076000,9730000
Inventory,-,-7509000,-4155000,-1147000
Other working capital,-,8559000,11497000,26683000
Other non-cash items,-,-5902000,5648000,-58000
Net cash provided by operating activites,-,8559000,11497000,26683000
Purchases of investments,-,-33000,-24000,-24000
Other investing activites,-,-7259000,-5586000,-5374000
Net cash used for investing activites,-,5937000,-5600000,-5393000
Net change in cash,-,5751000,20361000,15706000
Cash at beginning of period,-,85152000,64790000,49084000
Cash at end of period,-,90903000,85152000,64790000
Operating Cash Flow,-,8559000,11497000,26683000
Free Cash Flow,-,8559000,11497000,26683000
