Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,1937000,1937000,1903000,1702000,1396000
Interest Expense,643000,643000,463000,225000,79000
Income Before Tax,1157000,1157000,1196000,1049000,761000
Income Tax Expense,68000,68000,71000,256000,62000
Income from Continuing Operations,1089000,1089000,1125000,793000,699000
Net Income,161000,161000,169000,793000,699000
Net Income available to common shareholders,161000,161000,169000,793000,699000
Basic EPS,-,-,2.30,1.09,1.28
Diluted EPS,-,-,2.28,1.07,1.25
Basic Average Shares,-,-,413793,411705,409429
Diluted Average Shares,-,-,413793,411705,409429
