Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,58463000,110798000,131434000,111721000
Depreciation & amortization,20899000,11647000,10924000,9038000
Change in working capital,17929000,-3539000,-6824000,-33317000
Inventory,9778000,-13885000,-24916000,-6870000
Other working capital,20188000,38784000,75183000,61135000
Other non-cash items,-1156000,-1942000,-23000,-163000
Net cash provided by operating activites,164950000,170233000,175568000,129853000
Investments in property plant and equipment,-144762000,-131449000,-100385000,-68718000
Acquisitions net,-202609000,-27675000,-20071000,-139862000
Sales/Maturities of investments,-,-,-,237000
Other investing activites,-4102000,-4681000,-315000,-4919000
Net cash used for investing activites,-343881000,-160844000,-113915000,-211476000
Net change in cash,-42047000,-23680000,-55633000,15638000
Cash at beginning of period,261861000,265947000,321580000,305942000
Cash at end of period,226724000,242267000,265947000,321580000
Operating Cash Flow,164950000,170233000,175568000,129853000
Capital Expenditure,-144762000,-131449000,-100385000,-68718000
Free Cash Flow,20188000,38784000,75183000,61135000
