Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,253944,278234,297959,280359
Liabilities,,,,
Total Liabilities,12619,6905,23625,20086
Stockholders' Equity,,,,
Common Stock,4710,4910,4910,4910
Retained Earnings,56409,54075,57080,43019
Total stockholders' equity,241325,271329,274334,260273
Total liabilities and stockholders' equity,253944,278234,297959,280359
