Breakdown,ttm,10/31/2019,10/31/2018,10/31/2017
Net Income,4744409,4744409,3628439,2556319
Depreciation & amortization,1117647,1117647,865610,656551
Change in working capital,2396585,2396585,94587,354272
Other working capital,-13879062,-13879062,-5117686,-113661105
Other non-cash items,385988,385988,367787,332323
Net cash provided by operating activites,8274375,8274375,16534778,3697052
Investments in property plant and equipment,-22153437,-22153437,-21652464,-117358157
Purchases of investments,-320756,-320756,-725749,-180557
Sales/Maturities of investments,752117,752117,1151231,4395729
Other investing activites,-1429,-1429,-38286,-203106
Net cash used for investing activites,-21723505,-21723505,-21265268,-113346091
Net change in cash,2256579,2256579,-42008,5015117
Cash at beginning of period,9413700,9413700,9872610,3778340
Cash at end of period,11670280,11670280,9830601,8793458
Operating Cash Flow,8274375,8274375,16534778,3697052
Capital Expenditure,-22153437,-22153437,-21652464,-117358157
Free Cash Flow,-13879062,-13879062,-5117686,-113661105
