Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,7140000,8144000,6368000,4005000
Depreciation & amortization,-,1598000,1714000,2115000
Change in working capital,-,730000,615000,1300000
Other working capital,-,9179000,8329000,6231000
Other non-cash items,-,66000,482000,-
Net cash provided by operating activites,-,10680000,9458000,7597000
Investments in property plant and equipment,-,-1501000,-1129000,-1366000
Acquisitions net,-,-1187000,-950000,-10000
Purchases of investments,-,-1628000,-521000,-197000
Sales/Maturities of investments,-,6000,149000,26000
Other investing activites,-,-123000,-35000,-24000
Net cash used for investing activites,-,-4556000,-2724000,-1927000
Net change in cash,-,3792000,5355000,4275000
Cash at beginning of period,-,25505000,20228000,15953000
Cash at end of period,-,29942000,25505000,20228000
Operating Cash Flow,-,10680000,9458000,7597000
Capital Expenditure,-,-1501000,-1129000,-1366000
Free Cash Flow,-,9179000,8329000,6231000
