Breakdown,1/31/2020,1/31/2019,1/31/2018,1/31/2017
Total Assets,510975,472578,513266,486342
Liabilities,,,,
Total Liabilities,41169,70847,70882,70532
Stockholders' Equity,,,,
Common Stock,38419,38419,38419,38419
Total stockholders' equity,469806,401731,442384,415810
Total liabilities and stockholders' equity,510975,472578,513266,486342
