Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,9227000,12314000,15163000,13614000
Depreciation & amortization,-,1182000,1093000,938000
Change in working capital,-,-3770000,-9139000,31303000
Inventory,-,796000,387000,-2145000
Other working capital,-,4683000,5000000,42451000
Other non-cash items,-,827000,1135000,439000
Net cash provided by operating activites,-,9198000,8435000,45108000
Investments in property plant and equipment,-,-4515000,-3435000,-2657000
Purchases of investments,-,-273000,-169000,-312000
Sales/Maturities of investments,-,2164000,399000,499000
Other investing activites,-,427000,-818000,-1352000
Net cash used for investing activites,-,-3364000,-3851000,-3672000
Net change in cash,-,-4653000,-1472000,30579000
Cash at beginning of period,-,54486000,55958000,25379000
Cash at end of period,-,49833000,54486000,55958000
Operating Cash Flow,-,9198000,8435000,45108000
Capital Expenditure,-,-4515000,-3435000,-2657000
Free Cash Flow,-,4683000,5000000,42451000
