Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4984000,12872000,15949000,14379000
Depreciation & amortization,-,18350000,18583000,18318000
Change in working capital,-,2907000,-4540000,113000
Inventory,-,-3207000,-6983000,3498000
Other working capital,-,4891000,9798000,14933000
Other non-cash items,-,1892000,1237000,-3193000
Net cash provided by operating activites,-,36496000,33174000,33430000
Investments in property plant and equipment,-,-31605000,-23376000,-18497000
Acquisitions net,-,-1263000,-1151000,-500000
Other investing activites,-,-1900000,1153000,-1726000
Net cash used for investing activites,-,-33657000,-22917000,-20038000
Net change in cash,-,-2956000,-1768000,6274000
Cash at beginning of period,-,31399000,33167000,26893000
Cash at end of period,-,28442000,31399000,33167000
Operating Cash Flow,-,36496000,33174000,33430000
Capital Expenditure,-,-31605000,-23376000,-18497000
Free Cash Flow,-,4891000,9798000,14933000
