Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,48015000,48015000,44513000,42566000,41629000
Depreciation & amortization,2821000,2821000,2942000,2811000,2703000
Change in working capital,-30233000,-30233000,-20904000,-63550000,107008000
Other working capital,112913000,112913000,97562000,46094000,211103000
Other non-cash items,25403000,25403000,-,-55787000,-52288000
Net cash provided by operating activites,116969000,116969000,102316000,54074000,218811000
Investments in property plant and equipment,-4056000,-4056000,-4754000,-7980000,-7708000
Acquisitions net,-,-,-1838000,-1590000,-100000
Purchases of investments,-2190629000,-2190629000,-1535459000,-1131592000,-714490000
Sales/Maturities of investments,1940901000,1940901000,1396324000,1007415000,545738000
Other investing activites,-,-,320000,178000,80000
Net cash used for investing activites,-253064000,-253064000,-144573000,-133695000,-176451000
Net change in cash,-33560000,-33560000,38094000,-47441000,158992000
Cash at beginning of period,376009000,376009000,337915000,385356000,226364000
Cash at end of period,342449000,342449000,376009000,337915000,385356000
Operating Cash Flow,116969000,116969000,102316000,54074000,218811000
Capital Expenditure,-4056000,-4056000,-4754000,-7980000,-7708000
Free Cash Flow,112913000,112913000,97562000,46094000,211103000
