Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,10605000,19966000,10712000,-4968000
Depreciation & amortization,-,4639000,4308000,8057000
Change in working capital,-,-26523000,9136000,-6119000
Inventory,-,-7618000,3994000,1022000
Other working capital,-,-6255000,20163000,-1325000
Other non-cash items,-,622000,8000,1666000
Net cash provided by operating activites,-,1092000,26712000,12023000
Investments in property plant and equipment,-,-7347000,-6549000,-13348000
Acquisitions net,-,-497000,-147000,-
Purchases of investments,-,-43000,-12000,-345000
Sales/Maturities of investments,-,272000,1869000,0
Other investing activites,-,264000,-64000,-28000
Net cash used for investing activites,-,-1334000,-5077000,-13580000
Net change in cash,-,-4059000,19208000,-2787000
Cash at beginning of period,-,77879000,58671000,61458000
Cash at end of period,-,73820000,77879000,58671000
Operating Cash Flow,-,1092000,26712000,12023000
Capital Expenditure,-,-7347000,-6549000,-13348000
Free Cash Flow,-,-6255000,20163000,-1325000
