Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,26847000,14820000,18022000,17749000
Depreciation & amortization,-,36075000,35973000,35482000
Change in working capital,-,-16564000,-4693000,2861000
Inventory,-,-5649000,-1292000,-3059000
Other working capital,-,32615000,57047000,37264000
Other non-cash items,-,-832000,5930000,-7044000
Net cash provided by operating activites,-,32615000,57047000,37264000
Purchases of investments,-,-3210000,-3306000,-5840000
Sales/Maturities of investments,-,520000,1232000,185000
Other investing activites,-,-37321000,-41271000,-52312000
Net cash used for investing activites,-,-40011000,-43345000,-57967000
Net change in cash,-,1383000,1379000,-43817000
Cash at beginning of period,-,17876000,16497000,60314000
Cash at end of period,-,19260000,17876000,16497000
Operating Cash Flow,-,32615000,57047000,37264000
Free Cash Flow,-,32615000,57047000,37264000
