Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,266360,364153,497285,1208660
Liabilities,,,,
Total Liabilities,1291,28862,38524,97468
Stockholders' Equity,,,,
Common Stock,186232,186232,186232,174632
Retained Earnings,-,-903011,-812108,-198774
Total stockholders' equity,265069,335291,458761,1111192
Total liabilities and stockholders' equity,266360,364153,497285,1208660
