Breakdown,ttm,12/31/2019,12/31/2018,3/31/2017
Net Income,5596000,5410000,6875000,6343000
Depreciation & amortization,7216000,7216000,7063000,6118000
Change in working capital,-3290000,-3290000,-1929000,-1022000
Inventory,-388000,-388000,-1770000,-915000
Other working capital,-2176000,-2176000,7586000,3292000
Other non-cash items,1024000,1024000,-39000,-705000
Net cash provided by operating activites,12743000,12743000,14311000,12476000
Investments in property plant and equipment,-14919000,-14919000,-6725000,-9184000
Purchases of investments,-6430000,-6430000,-210000,-1499000
Sales/Maturities of investments,4000000,4000000,-,392000
Other investing activites,58000,58000,-2161000,-2546000
Net cash used for investing activites,-17286000,-17286000,-8013000,-13402000
Net change in cash,-10621000,-10621000,9889000,-3608000
Cash at beginning of period,39851000,39851000,29961000,39516000
Cash at end of period,29229000,29229000,39851000,35907000
Operating Cash Flow,12743000,12743000,14311000,12476000
Capital Expenditure,-14919000,-14919000,-6725000,-9184000
Free Cash Flow,-2176000,-2176000,7586000,3292000
