Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,65662000,65476000,66361000,71302000
Depreciation & amortization,-,56412000,55599000,55226000
Change in working capital,-,-3154000,-11910000,-10177000
Inventory,-,-4003000,-9254000,-2506000
Other working capital,-,126035000,135821000,115633000
Other non-cash items,-,3993000,-2238000,7956000
Net cash provided by operating activites,-,126035000,135821000,115633000
Purchases of investments,-,-11744000,-7807000,-11527000
Sales/Maturities of investments,-,-,-,1611000
Other investing activites,-,-104416000,-80544000,-74929000
Net cash used for investing activites,-,-116160000,-88351000,-84845000
Net change in cash,-,-1848000,4588000,-480000
Cash at beginning of period,-,27501000,22530000,22363000
Cash at end of period,-,27589000,27501000,22530000
Operating Cash Flow,-,126035000,135821000,115633000
Free Cash Flow,-,126035000,135821000,115633000
