Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,86918000,90286000,81191000,82374000
Depreciation & amortization,-,38214000,37586000,38527000
Change in working capital,-,1962000,-400000,6490000
Inventory,-,649000,-743000,-135000
Other working capital,-,51123000,65073000,67305000
Other non-cash items,-,1912000,7388000,-6312000
Net cash provided by operating activites,-,134974000,122860000,117611000
Investments in property plant and equipment,-,-83851000,-57787000,-50306000
Purchases of investments,-,-333396000,-278017000,-219295000
Sales/Maturities of investments,-,284708000,291334000,236999000
Other investing activites,-,-2821000,-511000,-1064000
Net cash used for investing activites,-,-135360000,-44981000,-33631000
Net change in cash,-,36200000,44548000,55164000
Cash at beginning of period,-,186350000,141801000,86636000
Cash at end of period,-,222551000,186350000,141801000
Operating Cash Flow,-,134974000,122860000,117611000
Capital Expenditure,-,-83851000,-57787000,-50306000
Free Cash Flow,-,51123000,65073000,67305000
