Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,373801,404594,387825,290159
Depreciation & amortization,-,344890,343177,285477
Change in working capital,-,-165823,-33991,-18447
Inventory,-,-115599,-138117,94092
Other working capital,-,94048,329196,-281209
Other non-cash items,-,12142,28670,-16861
Net cash provided by operating activites,-,580435,738066,582393
Investments in property plant and equipment,-,-486387,-408870,-863602
Purchases of investments,-,-5883,-19080,-44381
Sales/Maturities of investments,-,1,41964,8403
Other investing activites,-,-,-30147,45600
Net cash used for investing activites,-,-492964,-411681,-848682
Net change in cash,-,60868,21538,166074
Cash at beginning of period,-,1410677,1389139,1223065
Cash at end of period,-,1471545,1410677,1389139
Operating Cash Flow,-,580435,738066,582393
Capital Expenditure,-,-486387,-408870,-863602
Free Cash Flow,-,94048,329196,-281209
