Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-,-676.063,-804.532,-280.795,-118.061
Net cash used for investing activites,-,-666.607,-304.532,-280.795,1532
Common stock issued,-,-,2214,-,-
Common stock repurchased,-,-,-63.525,-,-4.626
Net cash used privided by (used for) financing activities,-,-,2150,-,85.791
Net change in cash,-367.257,-1186,1442,-600.585,1357
Cash at beginning of period,1365,2340,899.219,1500,142.63
Cash at end of period,997.543,1153,2340,899.219,1500
Capital Expenditure,-,-676.063,-804.532,-280.795,-118.061
Free Cash Flow,-376.713,-1196,-1208,-600.585,-378.617
