Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,307478,480025,885226,463956
Liabilities,,,,
Total Liabilities,599.181,219.71,620.283,339.036
Stockholders' Equity,,,,
Total stockholders' equity,306879,479806,884606,463617
Total liabilities and stockholders' equity,307478,480025,885226,463956
