Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Other investing activites,-,-,-216.891,-,-
Net cash used for investing activites,-,-,-216.891,-,-
Debt repayment,-,-,-3.5,-26.5,-
Common stock issued,-,9.75,4357,835.947,275.361
Common stock repurchased,-,-,-351.709,-17.841,-9.116
Net cash used privided by (used for) financing activities,-,9.75,4002,821.606,266.245
Net change in cash,-327.773,-885.188,1064,135.076,41.371
Cash at beginning of period,600.255,1248,183.299,48.223,6.852
Cash at end of period,272.482,366.627,1248,183.299,48.223
Free Cash Flow,-532.029,-894.938,-2721,-686.53,-224.874
