Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,4082000,5019000,5449000,2970000
Depreciation & amortization,-,1655000,1253000,1473000
Change in working capital,-,-20149000,-7179000,-1668000
Inventory,-,-15049000,-5392000,2662000
Other working capital,-,-14366000,-461000,4929000
Other non-cash items,-,1176000,1423000,2963000
Net cash provided by operating activites,-,-13268000,199000,5875000
Investments in property plant and equipment,-,-1098000,-660000,-946000
Acquisitions net,-,-,-106000,-
Purchases of investments,-,-68000,-13000,-619000
Sales/Maturities of investments,-,318000,245000,6000
Other investing activites,-,-827000,-105000,98000
Net cash used for investing activites,-,-1990000,-680000,-1318000
Net change in cash,-,-13470000,2531000,-406000
Cash at beginning of period,-,19022000,16490000,16897000
Cash at end of period,-,5552000,19022000,16490000
Operating Cash Flow,-,-13268000,199000,5875000
Capital Expenditure,-,-1098000,-660000,-946000
Free Cash Flow,-,-14366000,-461000,4929000
