Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Net Income,575413,575413,622041,484440,392942
Depreciation & amortization,-,-,180127,127129,94580
Change in working capital,-,-,333906,311433,298592
Inventory,-,-,-269.469,223.746,-394.818
Other working capital,831278,831278,-213137,776907,-296656
Other non-cash items,-,-,135192,146083,163056
Net cash provided by operating activites,831278,831278,1225110,1062862,968633
Investments in property plant and equipment,-,-,-1438247,-285955,-1265289
Acquisitions net,-,-,0,0,-
Sales/Maturities of investments,-,-,0,0,392498
Other investing activites,-,-,123444,-9245,33716
Net cash used for investing activites,686983,686983,-1314675,-295060,-838358
Net change in cash,-,-,-591010,-79483,-270815
Cash at beginning of period,-,-,672968,752452,1023267
Cash at end of period,-,-,81959,672968,752452
Operating Cash Flow,831278,831278,1225110,1062862,968633
Capital Expenditure,-,-,-1438247,-285955,-1265289
Free Cash Flow,831278,831278,-213137,776907,-296656
