Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,5910153000,6027154000,6023282000
Liabilities,,,
Total Liabilities,5715026000,5827186000,5827123000
Stockholders' Equity,,,
Common Stock,23519000,23519000,23519000
Retained Earnings,151640000,150009000,144484000
Total stockholders' equity,195127000,199967000,196159000
Total liabilities and stockholders' equity,5910153000,6027154000,6023282000
