Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1095771,919691,1086210,1080241
Liabilities,,,,
Total Liabilities,38975,515,105780,95025
Stockholders' Equity,,,,
Common Stock,10467,14082,14082,14082
Total stockholders' equity,1056796,919176,980430,985216
Total liabilities and stockholders' equity,1095771,919691,1086210,1080241
