Breakdown,ttm,12/31/2019,12/31/2018,3/31/2017
Net Income,11690000,11690000,35400000,16731000
Depreciation & amortization,18085000,18085000,16449000,14163000
Change in working capital,10316000,10316000,-11174000,2525000
Inventory,1615000,1615000,-7958000,422000
Other working capital,-809000,-809000,55177000,40175000
Other non-cash items,-375000,-375000,1933000,2216000
Net cash provided by operating activites,28383000,28383000,55177000,40175000
Investments in property plant and equipment,-29192000,-29192000,-,-
Purchases of investments,-392000,-392000,-457000,-238000
Sales/Maturities of investments,-,-,-,11000
Other investing activites,-507000,-507000,-31001000,-17608000
Net cash used for investing activites,-30040000,-30040000,-33055000,-17960000
Net change in cash,14577000,14577000,4592000,10380000
Cash at beginning of period,134513000,134513000,129920000,126964000
Cash at end of period,149091000,149091000,134513000,137345000
Operating Cash Flow,28383000,28383000,55177000,40175000
Capital Expenditure,-29192000,-29192000,-,-
Free Cash Flow,-809000,-809000,55177000,40175000
