Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,26120000,32468000,29328000,26067000
Depreciation & amortization,-,47009000,45574000,47120000
Change in working capital,-,-7409000,4096000,1232000
Inventory,-,-1665000,3328000,73000
Other working capital,-,-212000,20406000,4763000
Other non-cash items,-,3748000,-8850000,3886000
Net cash provided by operating activites,-,72733000,85394000,79494000
Investments in property plant and equipment,-,-72945000,-64988000,-74731000
Acquisitions net,-,-5275000,-1030000,-63000
Purchases of investments,-,-7746000,-1122000,-2337000
Sales/Maturities of investments,-,842000,33000,568000
Other investing activites,-,-580000,1543000,348000
Net cash used for investing activites,-,-80094000,-52681000,-67053000
Net change in cash,-,-22444000,24613000,-8032000
Cash at beginning of period,-,43907000,19293000,27326000
Cash at end of period,-,21636000,43907000,19293000
Operating Cash Flow,-,72733000,85394000,79494000
Capital Expenditure,-,-72945000,-64988000,-74731000
Free Cash Flow,-,-212000,20406000,4763000
