Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,1793000,2481000,2498000,1734000
Depreciation & amortization,-,387000,313000,335000
Stock based compensation,-,24000,24000,-
Change in working capital,-,603000,-1548000,-697000
Inventory,-,-872000,-666000,-48000
Other working capital,-,1699000,522000,483000
Other non-cash items,-,-14000,-80000,-
Net cash provided by operating activites,-,3261000,1345000,1600000
Investments in property plant and equipment,-,-1562000,-823000,-1117000
Purchases of investments,-,-7000,-9000,-211000
Sales/Maturities of investments,-,303000,660000,131000
Other investing activites,-,-27000,-3000,-67000
Net cash used for investing activites,-,-1293000,-95000,-1326000
Net change in cash,-,919000,2133000,-731000
Cash at beginning of period,-,5230000,3096000,3828000
Cash at end of period,-,6150000,5230000,3096000
Operating Cash Flow,-,3261000,1345000,1600000
Capital Expenditure,-,-1562000,-823000,-1117000
Free Cash Flow,-,1699000,522000,483000
