Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,10522000,7799000,14659000,16210000
Depreciation & amortization,-,18546000,17661000,17047000
Change in working capital,-,1263000,-5093000,-1282000
Inventory,-,157000,-2467000,-1075000
Other working capital,-,29252000,26470000,29231000
Other non-cash items,-,439000,1237000,740000
Net cash provided by operating activites,-,29252000,26470000,29231000
Purchases of investments,-,-4000,-61000,-13000
Sales/Maturities of investments,-,330000,237000,1419000
Other investing activites,-,-19994000,-25208000,-19183000
Net cash used for investing activites,-,-20032000,-24753000,-17700000
Net change in cash,-,-6801000,-4662000,-4705000
Cash at beginning of period,-,22072000,26672000,31378000
Cash at end of period,-,15270000,22072000,26672000
Operating Cash Flow,-,29252000,26470000,29231000
Free Cash Flow,-,29252000,26470000,29231000
