Breakdown,2/29/2020,2/28/2019,2/28/2018,2/28/2017
Total Assets,5729718,6180684,6192976,6091800
Liabilities,,,,
Total Liabilities,2416176,2990037,3187935,3349729
Stockholders' Equity,,,,
Common Stock,269477,269477,269477,269477
Retained Earnings,3029183,2845079,2752797,2549155
Total stockholders' equity,3313542,3190647,3005041,2742071
Total liabilities and stockholders' equity,5729718,6180684,6192976,6091800
