Breakdown,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Total Assets,5800063,5838820,6172789,6276707
Liabilities,,,,
Total Liabilities,2493788,2431773,2817837,2840790
Stockholders' Equity,,,,
Common Stock,367,364,360,357
Retained Earnings,-733964,-45186,-54039,-3623
Total stockholders' equity,3306275,3407047,3354952,3435917
Total liabilities and stockholders' equity,5800063,5838820,6172789,6276707
