Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,10602000,9915000,11151000,9594000
Depreciation & amortization,-,4846000,5489000,4552000
Change in working capital,-,-2525000,-4095000,2246000
Inventory,-,-1516000,-3158000,1511000
Other working capital,-,9965000,5370000,12443000
Other non-cash items,-,852000,-198000,1398000
Net cash provided by operating activites,-,12973000,11103000,18411000
Investments in property plant and equipment,-,-3008000,-5733000,-5968000
Purchases of investments,-,-669000,0,-
Sales/Maturities of investments,-,0,6000,1000
Other investing activites,-,73000,17000,531000
Net cash used for investing activites,-,-3595000,-5700000,-5397000
Net change in cash,-,4738000,932000,9636000
Cash at beginning of period,-,27786000,26854000,17218000
Cash at end of period,-,32525000,27786000,26854000
Operating Cash Flow,-,12973000,11103000,18411000
Capital Expenditure,-,-3008000,-5733000,-5968000
Free Cash Flow,-,9965000,5370000,12443000
