Breakdown,ttm,11/30/2019,11/30/2018,11/30/2017,11/30/2016
Net Income,5084767,5084767,7302558,3912059,2880315
Depreciation & amortization,1902570,1902570,1897644,1937008,1916253
Change in working capital,2872502,2872502,-291353,96643,217229
Other working capital,-25795,-25795,5565792,824403,-1915577
Other non-cash items,786067,786067,768674,857716,976204
Net cash provided by operating activites,9921515,9921515,16076456,9579191,7716241
Investments in property plant and equipment,-9947310,-9947310,-10510664,-8754788,-9631818
Purchases of investments,-3343181,-3343181,-474210,-3223554,-225502
Sales/Maturities of investments,3635405,3635405,593971,3466031,443973
Other investing activites,-78464,-78464,-54717,-362660,-300934
Net cash used for investing activites,-9733550,-9733550,-10445620,-8874971,-9714281
Net change in cash,-2978429,-2978429,2703414,-275916,3394055
Cash at beginning of period,31929912,31929912,27950974,20351216,15475335
Cash at end of period,28951483,28951483,30654387,20075301,18869391
Operating Cash Flow,9921515,9921515,16076456,9579191,7716241
Capital Expenditure,-9947310,-9947310,-10510664,-8754788,-9631818
Free Cash Flow,-25795,-25795,5565792,824403,-1915577
