Breakdown,ttm,1/31/2019,1/31/2018,1/31/2017
Net Income,973401,1255199,1085323,48985
Depreciation & amortization,-,337493,331910,305852
Change in working capital,-,-456200,-276967,-65184
Inventory,-,-658359,-106729,-217254
Other working capital,-,-99425,543512,-2678802
Other non-cash items,-,-221457,-254350,420905
Net cash provided by operating activites,-,962761,1025013,332110
Investments in property plant and equipment,-,-1062186,-481501,-3010912
Purchases of investments,-,-3348,-3046,-63149
Sales/Maturities of investments,-,267923,667274,2053107
Other investing activites,-,1950,-29987,-2337
Net cash used for investing activites,-,-795661,159395,-1004437
Net change in cash,-,-214554,979500,551172
Cash at beginning of period,-,9268290,8288789,7737617
Cash at end of period,-,9053735,9268290,8288789
Operating Cash Flow,-,962761,1025013,332110
Capital Expenditure,-,-1062186,-481501,-3010912
Free Cash Flow,-,-99425,543512,-2678802
