Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,2116000,5345000,9272000,10192000
Depreciation & amortization,9810000,9835000,8513000,7628000
Change in working capital,308000,-7351000,-1644000,1232000
Inventory,1557000,-4143000,-2172000,-171000
Other working capital,17120000,14603000,15710000,20416000
Other non-cash items,331000,461000,-1802000,-231000
Net cash provided by operating activites,17120000,14603000,15710000,20416000
Purchases of investments,-559000,-559000,-304000,-503000
Sales/Maturities of investments,2537000,3273000,-,5000
Other investing activites,-10642000,-13118000,-13895000,-13700000
Net cash used for investing activites,-9908000,-11312000,-14198000,-14198000
Net change in cash,2477000,1773000,-5760000,4423000
Cash at beginning of period,15625000,17377000,23138000,19323000
Cash at end of period,18166000,19151000,17377000,23138000
Operating Cash Flow,17120000,14603000,15710000,20416000
Free Cash Flow,17120000,14603000,15710000,20416000
