Breakdown,ttm,12/31/2019,3/31/2018,3/31/2017
Net Income,1432000,1432000,-2654000,9638000
Depreciation & amortization,1489000,1489000,1028000,923000
Stock based compensation,384000,384000,597000,372000
Change in working capital,204000,204000,962000,-900000
Other working capital,3161000,3161000,-3047000,12524000
Other non-cash items,-609000,-609000,679000,261000
Net cash provided by operating activites,3441000,3441000,-2167000,12856000
Investments in property plant and equipment,-280000,-280000,-880000,-332000
Acquisitions net,-,-,-3973000,-1688000
Purchases of investments,-250000,-250000,-1574000,-
Sales/Maturities of investments,264000,264000,-,-
Other investing activites,20000,20000,-99000,-307000
Net cash used for investing activites,-246000,-246000,-6148000,-2327000
Net change in cash,-3385000,-3385000,14382000,3830000
Cash at beginning of period,18760000,18760000,13899000,10068000
Cash at end of period,15375000,15375000,28281000,13899000
Operating Cash Flow,3441000,3441000,-2167000,12856000
Capital Expenditure,-280000,-280000,-880000,-332000
Free Cash Flow,3161000,3161000,-3047000,12524000
