Breakdown,ttm,6/30/2019,6/30/2018,6/30/2017,6/30/2016
Investments in property plant and equipment,-855.739,-1205,-1363,-1428,-492.697
Other investing activites,-,26.191,-10.334,25,-0.669
Net cash used for investing activites,-829.548,-1139,-1373,-1403,-493.366
Common stock issued,1081,690.6,2350,1250,2020
Common stock repurchased,-67.47,-37.917,-101.996,-11.198,-134.841
Other financing activites,-,-,-5,-4.55,-
Net cash used privided by (used for) financing activities,1031,652.683,2243,1234,1885
Net change in cash,-154.227,-814.301,501.307,-505.169,1003
Cash at beginning of period,536.504,1260,759.174,1264,261.282
Cash at end of period,382.277,446.18,1260,759.174,1264
Capital Expenditure,-855.739,-1205,-1363,-1428,-492.697
Free Cash Flow,-1211,-1533,-1731,-1764,-881.429
