Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,69036,122769,-184510,107017
Depreciation & amortization,-,68393,41908,31566
Change in working capital,-,-146664,828192,-382341
Inventory,-,69172,-132322,60575
Other working capital,-,56553,654907,-295865
Other non-cash items,-,9202,-6194,6931
Net cash provided by operating activites,-,73208,668647,-281176
Investments in property plant and equipment,-,-16655,-13740,-14689
Acquisitions net,-,-,-128701,-
Purchases of investments,-,-505,-44160,-40000
Sales/Maturities of investments,-,154866,265344,301240
Other investing activites,-,-3362,78579,-2908
Net cash used for investing activites,-,134511,157322,243643
Net change in cash,-,-83962,453242,-87872
Cash at beginning of period,-,2898150,2444907,2532780
Cash at end of period,-,2814187,2898150,2444907
Operating Cash Flow,-,73208,668647,-281176
Capital Expenditure,-,-16655,-13740,-14689
Free Cash Flow,-,56553,654907,-295865
