Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,3184275,2988334,2760465,2605242
Liabilities,,,,
Total Liabilities,2882547,2718750,2510862,2372390
Stockholders' Equity,,,,
Common Stock,19606,19035,18481,17943
Retained Earnings,33218,29257,28818,28644
Accumulated other comprehensive income,-6357,-13810,-8514,-6834
Total stockholders' equity,301728,269584,249603,232852
Total liabilities and stockholders' equity,3184275,2988334,2760465,2605242
