Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,175219,317195,281867,141446
Depreciation & amortization,-,61158,21550,20431
Change in working capital,-,-985090,-53178,4968
Inventory,-,-13803,-5679,-9736
Other working capital,-,-681660,148559,210407
Other non-cash items,-,-7763,-68559,2083
Net cash provided by operating activites,-,-576386,192507,229249
Investments in property plant and equipment,-,-105274,-43948,-18842
Acquisitions net,-,-99523,-1900,-
Purchases of investments,-,-,-910036,-1304
Sales/Maturities of investments,-,300000,600000,583237
Other investing activites,-,30577,-89840,-
Net cash used for investing activites,-,127084,-413724,593091
Net change in cash,-,-514962,-380140,805209
Cash at beginning of period,-,1285408,1665549,860340
Cash at end of period,-,770445,1285408,1665549
Operating Cash Flow,-,-576386,192507,229249
Capital Expenditure,-,-105274,-43948,-18842
Free Cash Flow,-,-681660,148559,210407
