Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,16248000,20560000,18012000,19520000
Depreciation & amortization,-,17516000,17126000,16602000
Change in working capital,-,-5830000,-14812000,-432000
Inventory,-,-4186000,-7075000,476000
Other working capital,-,11009000,6473000,19449000
Other non-cash items,-,-1201000,3485000,2251000
Net cash provided by operating activites,-,34644000,25868000,36488000
Investments in property plant and equipment,-,-23635000,-19395000,-17039000
Sales/Maturities of investments,-,-,4096000,3330000
Other investing activites,-,-594000,-465000,-294000
Net cash used for investing activites,-,-22777000,-14948000,-11887000
Net change in cash,-,2828000,-5827000,-199000
Cash at beginning of period,-,30517000,36286000,36485000
Cash at end of period,-,33345000,30517000,36286000
Operating Cash Flow,-,34644000,25868000,36488000
Capital Expenditure,-,-23635000,-19395000,-17039000
Free Cash Flow,-,11009000,6473000,19449000
