Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,9778000,9567000,8778000,7135000
Depreciation & amortization,-,4759000,4429000,3945000
Change in working capital,-,2259000,-611000,2949000
Inventory,-,306000,-446000,1750000
Other working capital,-,1083000,-7874000,-9431000
Other non-cash items,-,1777000,1079000,1610000
Net cash provided by operating activites,-,17963000,13029000,14412000
Investments in property plant and equipment,-,-16880000,-20903000,-23843000
Purchases of investments,-,-1281000,-2405000,-1012000
Sales/Maturities of investments,-,51000,1553000,683000
Other investing activites,-,-2941000,-3708000,-4366000
Net cash used for investing activites,-,-21474000,-16676000,-28263000
Net change in cash,-,-911000,2118000,-10750000
Cash at beginning of period,-,16972000,14853000,25603000
Cash at end of period,-,16070000,16972000,14853000
Operating Cash Flow,-,17963000,13029000,14412000
Capital Expenditure,-,-16880000,-20903000,-23843000
Free Cash Flow,-,1083000,-7874000,-9431000
