Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,105300000,41060000,42267000,32535000
Depreciation & amortization,-,60185000,60218000,58535000
Change in working capital,-,-23780000,-28961000,1952000
Inventory,-,-4159000,-3299000,-1566000
Other working capital,-,2773000,-16375000,29601000
Other non-cash items,-,3529000,7683000,6609000
Net cash provided by operating activites,-,76759000,71816000,90826000
Investments in property plant and equipment,-,-73986000,-88191000,-61225000
Acquisitions net,-,-22506000,-13812000,-1843000
Purchases of investments,-,-57993000,-75441000,-79379000
Sales/Maturities of investments,-,74616000,98613000,61450000
Other investing activites,-,2756000,-286000,80000
Net cash used for investing activites,-,-73868000,-75060000,-40458000
Net change in cash,-,-343000,-21792000,2450000
Cash at beginning of period,-,273333000,295126000,292676000
Cash at end of period,-,272990000,273333000,295126000
Operating Cash Flow,-,76759000,71816000,90826000
Capital Expenditure,-,-73986000,-88191000,-61225000
Free Cash Flow,-,2773000,-16375000,29601000
