Breakdown,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Assets,1355193,1435445,3357393,2664693
Liabilities,,,,
Total Liabilities,878010,957673,2513136,1773006
Stockholders' Equity,,,,
Common Stock,3699,3638,3736,3737
Retained Earnings,-30063,-26077,324272,370168
Total stockholders' equity,477183,477287,831324,874242
Total liabilities and stockholders' equity,1355193,1435445,3357393,2664693
