Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,-45477000,12709000,22981000,30826000
Depreciation & amortization,12568000,10883000,11408000,11065000
Change in working capital,-975000,3525000,505000,-4259000
Other working capital,-4327000,2904000,19275000,7705000
Other non-cash items,-3057000,-2311000,3197000,823000
Net cash provided by operating activites,15248000,22979000,37672000,22682000
Investments in property plant and equipment,-19575000,-20075000,-18397000,-14977000
Acquisitions net,-4271000,-3029000,0,-678000
Purchases of investments,-1119000,-299000,-636000,-687000
Sales/Maturities of investments,5128000,2320000,1273000,3467000
Other investing activites,-109000,53000,119000,-519000
Net cash used for investing activites,-16946000,-21008000,-16520000,-7404000
Net change in cash,-22528000,-2684000,15763000,12833000
Cash at beginning of period,108963000,103668000,88152000,75169000
Cash at end of period,86434000,101386000,103668000,88152000
Operating Cash Flow,15248000,22979000,37672000,22682000
Capital Expenditure,-19575000,-20075000,-18397000,-14977000
Free Cash Flow,-4327000,2904000,19275000,7705000
