Breakdown,ttm,3/31/2019,3/31/2018,3/31/2017
Net Income,836000,219000,208000,1161000
Depreciation & amortization,-,2593000,2641000,2664000
Change in working capital,-,315000,65000,363000
Inventory,-,-492000,-15000,546000
Other working capital,-,-695000,749000,2871000
Other non-cash items,-,1684000,403000,800000
Net cash provided by operating activites,-,1834000,2866000,4776000
Investments in property plant and equipment,-,-2529000,-2117000,-1905000
Acquisitions net,-,-,-851000,-
Purchases of investments,-,-3000,-2000,-6000
Sales/Maturities of investments,-,390000,-,-
Other investing activites,-,-354000,-126000,65000
Net cash used for investing activites,-,-2409000,-3045000,-1795000
Net change in cash,-,-1968000,-2095000,1653000
Cash at beginning of period,-,5537000,7632000,5978000
Cash at end of period,-,3568000,5537000,7632000
Operating Cash Flow,-,1834000,2866000,4776000
Capital Expenditure,-,-2529000,-2117000,-1905000
Free Cash Flow,-,-695000,749000,2871000
