Breakdown,ttm,12/31/2019,12/31/2018,12/31/2017,12/31/2016
Total Revenue,76235,76235,68852,66143,61885
Interest Expense,9677,9677,6067,4502,4643
Income Before Tax,31221,31221,26066,23426,18944
Income Tax Expense,7025,7025,5898,8607,6770
Income from Continuing Operations,24196,24196,20168,14819,12174
Net Income,24196,24196,20168,14819,12174
Net Income available to common shareholders,24196,24196,20168,14819,12174
Basic EPS,-,-,1.48,1.11,0.93
Diluted EPS,-,-,1.47,1.10,0.92
Basic Average Shares,-,-,13627,13326,13119
Diluted Average Shares,-,-,13720,13423,13233
