Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,1099040000,1082087000,1091807000
Liabilities,,,
Total Liabilities,1043648000,1027059000,1035223000
Stockholders' Equity,,,
Common Stock,0,0,13017000
Retained Earnings,24693000,23930000,22558000
Total stockholders' equity,54987000,54634000,56205000
Total liabilities and stockholders' equity,1099040000,1082087000,1091807000
