Breakdown,3/31/2019,3/31/2018,3/31/2017
Total Assets,208974134000,210629821000,209568820000
Liabilities,,,
Total Liabilities,197611769000,199108143000,197788784000
Stockholders' Equity,,,
Common Stock,3500000000,3500000000,3500000000
Retained Earnings,2477878000,2399162000,2233759000
Total stockholders' equity,11357397000,11521215000,11780036000
Total liabilities and stockholders' equity,208974134000,210629821000,209568820000
